"recipe.link","recipe.name","recipe.author","recipe.description","recipe.instructions","img","img.css"
"/recipes/1013654-the-handyman-collins","The Handyman Collins","Robert Willey","","Put the bourbon, lemon zest and sugar in a cocktail shaker, fill with ice and shake vigorously. Strain into a highball glass filled with crushed ice, top with the beer. Garnish with the lemon wheel.","5.png","pattern-5 fixed-height"
"/recipes/1013649-absinthe-frappe","Absinthe Frappé","Robert Willey","","Pour the ingredients into a cocktail shaker, add cracked ice and shake hard for 20 seconds. Pour it all into a highball glass and serve with a straw.","absinthe-frappe-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013653-campari-collins","Campari Collins","Robert Willey","","Pour the seltzer into a highball glass filled with ice and set aside. Pour the Campari, lemon juice and simple syrup into a cocktail shaker, fill with ice and shake vigorously. Strain into the glass with seltzer.","4.png","pattern-4 fixed-height"
"/recipes/1013659-italia-libera","Italia Libera","Robert Willey","","Combine the rum, amaro, lemon juice and simple syrup in a cocktail shaker, fill with ice and shake vigorously. Strain into a highball glass over fresh ice, top with seltzer and garnish with the lime wedge.","italia-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013648-take-3","Take 3","Michelle Higgins","","Combine the Cynar, St. Germain and lemon juice in a cocktail shaker, fill with ice and shake vigorously. Strain into a highball glass over fresh ice. Top with seltzer and garnish with the orange wedge.","take-3-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013652-sumo-collins","Sumo Collins","Robert Willey","","Pour the gin, lemon juice and simple syrup into a cocktail shaker, fill with ice, and shake vigorously. Strain into a 24-ounce glass filled with fresh ice, top with seltzer. Garnish with the orange wheel.","sumo-collins-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1016305-spellbinder","Spellbinder","Robert Willey","","Combine the gin, vermouth and Strega in a cocktail shaker. Fill with ice and stir well until cold. Strain into a chilled coupe, add the lemon and cucumber and serve.","Spellbinder-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013651-cherry-caipirissima","Cherry Caipirissima","Robert Willey","","In a cocktail shaker, press and mix the simple syrup, cherries and lime quarters with a muddler or wooden spoon. Add the rum and 6 ice cubes. Shake hard and pour everything into a rocks glass.","cherry-caipirissima-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013655-bitter-end","Bitter End","Robert Willey","","Pour the Campari into a pint glass, fill with ice and top with the ale. Garnish with the lemon twist.","6.png","pattern-6 fixed-height"
"/recipes/1013545-mango-rose-water-lassi","Mango-Rose Water Lassi","Melissa Clark","","Combine the mango, yogurt, milk, sugar, 1/4 teaspoon rose water and salt in a blender. Purée until smooth. Taste and add more rose water if you like. Pour into 4 glasses.","Mango-Rose-Water-Lassi-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013522-fountain-of-youth","Fountain of Youth","Jeff Gordinier","","Muddle two of the cucumber slices in the bottom of a shaker. Add the remaining ingredients and two big handfuls of ice and shake vigorously. Strain into a cocktail glass and garnish with the remaining cucumber slice.","Fountain-of-Youth-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013521-the-little-death","The Little Death","Jeff Gordinier","","Add the damiana and sugar to 1/2 cup boiling water. Cover for 2 minutes, strain and refrigerate until cool. Measure 3 ounces of the damiana tea into a cocktail shaker. (Cover and refrigerate the remainder for another use.) Add the Scotch, preserves and lemon juice with two big handfuls of ice and shake vigorously. Strain over ice into a Cognac snifter or an Old-Fashioned glass. Add the garnish of your choice.","littledeath-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1016215-vin-dorange","Vin d'Orange","Julia Moskin","Oranges steeped in rosé produce a powerfully pretty house wine, with a flavor akin to Lillet or Campari. The most traditional versions from the south of France are made with bitter Seville oranges, the ones used for marmalade. This recipe, from Sally Clarke, a chef in London, is adjusted for the sweetness of American fruit. Your citrus should be organic and clean, because anything on the peel will end up in the wine. The end result is lovely plain or mixed with sparkling wine or water.","Slice the citrus in thick wheels and place it in a clean container (glass or hard plastic) with a wide mouth and a tight-fitting lid. Add the sugar, vanilla bean, cinnamon stick, the rosé and the vodka. Stir this well with a spoon (not wooden, as it may harbor bacteria that could inhibit fermentation) and fasten the lid. Keep the jar in the refrigerator, shaking occasionally to dissolve the sugar. After about 6 weeks, mix in 1/4 cup dark rum and strain everything through a fine strainer or several layers of cheesecloth. Store in bottles at a cool room temperature or in the refrigerator; it will last indefinitely.","rose-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013721-satsuma-mojito","Satsuma Mojito","Christine Muhlke","","In a large shaker, muddle 1 lime and 2 Satsumas with 2 sprigs mint. Add ½ cup rum, 2 tablespoons simple syrup and crushed ice. Shake. Strain into 2 small Collins glasses filled with crushed ice and top with club soda. Garnish each with a sprig of mint. Repeat.","mojito-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013719-butterscotch-scotch-eggnog","Butterscotch Scotch Eggnog","Melissa Clark","In this recipe, the smoky Scotch makes the eggnog more complex and gives it a savory taste, which goes nicely with the caramelized flavor of the brown sugar. If you’re wary of using raw eggs, here’s a version with a cooked custard base.","In a large bowl, combine the yolks, brown sugar, vanilla and 1/2 teaspoon salt. Using an electric mixer beat on medium-high speed until thick and dark golden, about 3 minutes. Reduce the speed to low and slowly drizzle in the milk, Scotch and brandy. Transfer to the freezer to chill while preparing the rest of the eggnog. (Or refrigerate for at least 2 hours before completing.) In a medium bowl, whip the cream on medium-high speed until soft peaks form. Set aside. In another medium bowl, using clean beaters, whip the egg whites and pinch of salt on medium-high speed, adding the sugar by tablespoons until soft peaks form. When ready to serve, pour the yolk mixture into a large punchbowl. Fold in a small amount of whipped cream to lighten it, then fold in the remaining cream. Fold in the egg whites. Generously dust the top with nutmeg; serve immediately.","butterscotchnog-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013704-mandarin-punch","Mandarin Punch","Steven Stern","","Combine sugar, 1/2 cup water and spices in a small pan and heat gently, stirring, until melted to a thick, clear syrup. Take off heat, add citrus juices, stir again and let cool, at least 1/2 hour. Strain into a bowl, add candied ginger, mint and extract, stirring to mix. Fill a wine goblet or tall glass with crushed ice and ladle in 1/4 to 1/2 cup of the mixture. Stir, then top with club soda.","mandarin-punch-videoSixteenByNine310-v2.jpg","fixed-height"
"/recipes/1013709-rock-and-rye-toddy","Rock and Rye Toddy","Steven Stern","","Pour the rye into a large wide-mouthed jar. Drop in the cinnamon and horehound candy. Place the cloves and dried citrus peel into a metal tea ball or in a tightly tied cheesecloth packet, then add to jar. Place the dried horehound in a separate tea ball or packet and add to jar. Pour in the cherry syrup, and close the jar. Remove the dried horehound after four hours. Continue to steep for at least two days, and up to a month. Taste periodically, and remove the cloves and citrus peels when the flavor is to your liking. The mixture can be topped off with additional whiskey as it develops. Combine 2 ounces of the mixture with 2 ounces very hot water in a heat-proof glass and stir gently. Twist lemon peel over and drop in.","rockandrye-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013714-angostura-sour","Angostura Sour","Steven Stern","","Pour the egg white and lime juice into a cocktail shaker and shake for 30 seconds. Add the bitters and syrup, fill with ice and shake hard for another 30 seconds. Strain into a chilled cocktail glass.","Angostura-Sour-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013375-grown-up-granita","Grown-Up Granita","Mark Bittman","This concoction feels granita-like to me, granita being — as you may know — a sort of slushy Italian dessert usually made from water, sugar and fruit or other flavorings. Obviously, this isn’t that. In fact, I cheat completely, beginning with a pint of good-quality sorbet and then simply adding the other ingredients, two of which contain alcohol.","Put the sorbet and gin in a food processor or blender and blend until well combined but still slushy. Pour into champagne flutes, top with Prosecco, garnish with mint leaves and serve immediately.","recipes-grownupgranita-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013703-milk-punch","Milk Punch","Steven Stern","","Stir the spirits, milk and syrup together in a pitcher. Pour into tumblers over frozen milk cubes or ice cubes and dust the tops with grated nutmeg.","milk-punch-videoSixteenByNine310-v2.jpg","fixed-height"
"/recipes/1013708-original-chatham-artillery-punch","Original Chatham Artillery Punch","Steven Stern","","Squeeze and strain the lemons to make 16 ounces of juice. Peel the lemons and muddle the peels with the sugar. Let the peels and sugar sit for an hour, then muddle again. Add the lemon juice and stir until sugar has dissolved. Strain out the peels. Fill a 2- to 3-gallon bucket or bowl with crushed ice or ice cubes. Add the lemon-sugar mixture and the bourbon, Cognac and rum. Stir and add the Champagne. Taste and adjust for sweetness. Grate nutmeg over the top and serve.","Artillery-Punch-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013713-happy-holidaze","Happy Holidaze","Steven Stern","","Add Chartreuse and Cointreau to hot chocolate, stir and serve in heated mugs.","Happy-Holidaze-videoSixteenByNine310-v2.jpg","fixed-height"
"/recipes/1013702-st-charles-punch","St. Charles Punch","Eric Asimov","","In a cocktail shaker, dissolve sugar in lemon juice. Add ice, Cognac and port. Shake well and strain into a highball glass full of shaved ice. Garnish with orange wheel and a few raspberries.","St-Charles-Punch-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013707-black-velvet","Black Velvet","Steven Stern","","Fill a champagne flute halfway with the Guinness. Carefully pour the sparkling wine over the back of a spoon to fill the rest of the glass.","Black-Velvet-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013712-pomegranate-winter-punch","Pomegranate Winter Punch","Glenn Collins","","Roll the pomegranates on a countertop to soften. Halve them crosswise and hold them, cut side down, over a medium saucepan, hitting the backsides until all the seeds have been released. Add the lime juice, brown sugar, rum, 10 pieces of star anise, cinnamon, mulling spices and 3 of the sliced figs. Bring to a boil and simmer 7 minutes. Add the wine and let it rest, covered, 10 minutes. Serve warm, strained or not, in small mugs garnished with a fig slice and a piece of star anise.","pomegranate-winter-punch-videoSixteenByNine310-v2.jpg","fixed-height"
"/recipes/1013706-chinaski","Chinaski","Steven Stern","","Combine aquavit, Cynar, juice, syrup and preserves in a cocktail shaker, add ice and shake. Strain into a champagne flute, top with sparkling wine and garnish with celery, preferably twisted into a corkscrew shape.","Chinaski-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013711-wenzhou-punch","Wenzhou Punch","Steven Stern","","Shake all ingredients, without ice, in a large container. Pour into a punch bowl with ice. For large batches, use the same ratios.","Wenzhou-Punch-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013700-hot-port-sangaree","Hot Port Sangaree","Eric Asimov","","In a 750-milliliter bottle, combine all ingredients except lemon peel. If the sangaree is not being served immediately, it may be kept, tightly corked, in refrigerator up to a week. To serve, pour 4 ounces sangaree and one lemon twist for each serving into a small pot. Heat until just before boiling. Strain into a small mug or teacup and garnish with a fresh lemon twist.","1.png","pattern-1 fixed-height"
"/recipes/1013705-auld-lang","Auld Lang","Steven Stern","","Shake the Aperol, St-Germain, lime juice and rosemary-infused simple syrup with ice and strain into a champagne flute. Top with sparkling wine. Garnish with a large sprig of rosemary.","auld-lang-videoSixteenByNine310-v5.jpg","fixed-height"
"/recipes/1013710-bohemian-spritz","Bohemian Spritz","Steven Stern","While Americans content themselves with Rudolph and Frosty, rural Austrians revere a more outré member of the holiday pantheon: Krampus, the malevolent goat-horned demon. A pre-Christian holdover, he wields birch branches and rusty chains, enacting a sort of good cop, bad cop routine with Old St. Nick. The Bohemian Spritz (a creation of Vandaag's Katie Stipe) is a light, fizzy wine drink with compellingly arboreal undercurrents, provided by pine and elderflower cordials. It is ideal for welcoming the long nights, for putting the Krampus back in Christmas.","Combine wine, vermouth and liqueurs in a large wineglass filled with ice. Stir to chill, then top with club soda and sparkling wine. Twist grapefruit peel over it and drop into glass.","Bohemian-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014182-apple-smash","Apple Smash","Steven Stern","","Mash an apple slice in the base of a glass with a muddler. Add ingredients other than the cinnamon; shake and strain into a highball glass filled with crushed ice. Garnish with a whole apple slice dusted with freshly grated cinnamon.","applesmash-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015316-mai-tai","Mai Tai","Toby Cecchini","There are raging debates about the invention of and the proper recipe for this drink among tiki connoisseurs. The more accepted versions are granted to Victor J. Bergeron, the irascible, wooden-legged “Trader Vic,” from his eponymous restaurant bar in Oakland, Calif., in the ’40s. Contrary to what you might think, the mai tai is actually just a rum sour, employing orgeat alongside Curaçao or triple sec as the sweetener, and using two rums to add complexity. The rest is just lime juice, and that’s it. No coconut, no passion fruit, pineapple, mango or orange juice. No umbrellas. It’s a relatively simple drink, but as such, each element has to be of the utmost quality; great rums, fresh lime juice and prefab orgeat syrup equal disappointment. But when concocted with homemade orgeat, all the tumblers click. The rums, the lime, the orange aromatics and the heft of the almond all play in stupendous balance.","Combine ingredients in a shaker with crushed or cracked ice and shake vigorously. Pour, with shaken ice, into a double old-fashioned glass and garnish with the spent lime shell and a sprig of fresh mint. Some, who live large and dangerously, like to float an extra 1/2 ounce of dark rum atop it.","06casestudy-maitai-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013293-venetian-spritz","Venetian Spritz","Elisabetta Povoledo","In its glory days, Venice sent out its fearsome fleet to conquer international trade. Today, a gentler envoy has conquered international cocktail menus: the spritz. The fizzy aperitif is made with a choice of Aperol, Campari or Cynar along with white wine and sparkling mineral water.","Gently stir all liquid ingredients over ice in a tumbler and add olive.","The-Venetian-Spritz2-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013275-pomegranate-gin-preserve","Pomegranate Gin Preserve","Melissa Clark","","In a large jar, stir or shake together pomegranate seeds, sugar and orange zest. Pour in gin; cover seeds by about an inch. Cover jar and let sit in a dark, cool place (but not the refrigerator) for at least 3 weeks.","Pomegranate-Gin-Preserve-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013274-rumtopf","Rumtopf","Melissa Clark","","Place berries in a large jar. Gently toss with 1 cup sugar. Let sit for 2 hours, then top with 1/3 of the rum. Do not stir. Cover berries with peaches and nectarines. Top with 3/4 cup sugar and another 1/3 of the rum. Do not stir. Add plums. Top with remaining sugar and cover with rest of rum, leaving room for 1 inch of liquid on top. Do not stir. Loosely wrap reserved peach and nectarine pits in a thick towel. Use a hammer or kitchen mallet to crack the pits and extract the kernels. Crush the kernels gently and add to the vessel. Cover and let sit in a dark, cool place (but not the refrigerator) for at least 3 weeks and preferably 12. If the fruit floats to the top, turn the jar upside down so all the fruit falls to the bottom (you may have to do this several times over the weeks).","Rumtopf-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015320-dark-n-stormy","Dark ’n’ Stormy","Toby Cecchini","The dark ’n’ stormy has become a cult highball due to a felicitous combination of its no-fault simplicity and the balance of its exotic, headstrong ingredients, each of which is perfectly suited to the common goal: reviving the flagging, heat-pummeled constitution. It is simply dark rum — very dark rum — with ginger beer and some fresh lime. The rich spirit is shaken awake by the buoyant piquancy of the ginger beer, while the lime slashes through the sweetness of both. The drink has its roots in Bermuda, and emigrated up the Atlantic seaboard with the sailing set. Gosling’s rum has a rather sniffy and debatable lock on the recipe, having in fact trademarked its version, even going to the point of threatening with the specter of litigation anyone who might suggest concocting one with another rum. Gosling’s is a delicious rum, and being the dark rum from Bermuda, it is unquestionably synonymous with the dark ‘n’ stormy. But, any number of dark rums are interchangeably lovely in this drink, including Coruba, Zaya, Cruzan’s Blackstrap and the Lemon Hart 151 from Guyana.","Build the drink in a highball glass filled with ice, adjusting for sweetness and tartness. Depending on when you stop the fermentation of the ginger beer, it may be fully dry or still retain enough sweetness that additional simple syrup is unnecessary. Garnish with a wedge of lime. Serves 1.","Dark-n-Stormy-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015325-the-bramble","The Bramble","Toby Cecchini","The bramble, invented in 1984 by Dick Bradsell, the patriarch of England’s cocktail uptick, at Fred’s Club in London’s SoHo, is essentially a short gin sour with a drizzle of crème de mûre, a French blackberry liqueur, over the top. Served on crushed ice, it gets a quick garnish of a lemon slice and, to be true to Bradsell’s original, two blackberries. In the winter there’s nothing to this, and the drink is great as is. But something as elemental as the bramble invites toying, and with summer’s berries arriving, you can up the ante in one of many.","In a cocktail shaker filled with ice, shake together the first three ingredients and strain into a rocks glass filled with crushed ice (see below), mounded high. Drizzle crème de mûre over the top and garnish with a slice of lemon, two blackberries and a short straw. And, to make simple syrup, stir together equal measures of hot water and sugar, cool to room temperature and store in refrigerator until ready to use.","The-Bramble-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015492-abc-kitchen-rye-whiskey-manhattan","ABC Kitchen Rye Whiskey Manhattan","Eric Asimov","","Combine ingredients in a glass shaker with ice. Stir for 30 seconds and strain into a martini glass. Garnish with cherries.","Rye-Whiskey-Manhattan-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013186-isle-of-manhattan-fizz","Isle of Manhattan Fizz","Amanda Hesser","","In a shaker, combine the lime juice, pineapple juice, simple syrup, coconut purée, orange-flower water, rum and gin. Use an immersion blender to purée the mixture and give it volume. Add ice and the club soda to the shaker. Shake for 30 seconds, then strain into a tall, stemmed glass. Garnish with a wide twist of lime.","Fizzy-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013185-coconut-daiquiris","Coconut Daiquiris","Amanda Hesser","","Combine the ingredients in a blender and whiz until smooth. Serve immediately without garnishes.","Coconut-Daiquiris-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015629-roasted-orange-negroni-sbagliato","Roasted Orange Negroni Sbagliato","Eric Asimov","","Place the orange in a mixing glass and add vermouth. Muddle the two so that the charred bits are released into the vermouth. Add Campari and ice, and stir. Strain into a chilled rocks glass that is filled with ice and top with sparkling wine. Do not stir as this will dissipate the bubbles. Garnish with orange peel.","Roasted-Orange-Negroni-Sbagliato-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015344-jamaican-margarita","Jamaican Margarita","Merrill Stubbs","Hibiscus started showing up in New York City cocktails around 2010, jazzing up drinks with its fuchsia hue and tropical perfume. This one, adapted from the bar at Hecho en Dumbo in the East Village, takes advantage of jarred hibiscus syrup and top-shelf silver tequila to create a kind of Jamaican-Mexican melange. The wild hibiscus blossom specified at the end of the recipe? Entirely optional!","Fill a cocktail shaker with ice and add the tequila, hibiscus syrup and lime juice. Cover and shake well. Strain into a rocks glass filled with ice and garnish with the hibiscus blossom. Serve immediately.","HibiscusMargarita-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014337-white-sangria-and-red-sangria","White Sangria and Red Sangria","Florence Fabricant","Cavas, often blessed with notes of citrus and spring blossoms, are genial sparkling wines, all the more so because of their modest prices. They can be called on for many occasions, and are the ideal finishing touch for sangria, either red or white. The white sangria is unusual and strong, though white wine in place of manzanilla sherry will moderate the alcohol. The red is clearly classic. Both are more refreshing than sweet.","Place all fruit in a bowl with gin and triple sec. Cover and refrigerate at least 4 hours, or overnight. Transfer to a large pitcher and add manzanilla or white wine. Stir. Divide liquid and fruit into wine glasses, over ice if desired, until about 2/3 full. Top each with cava. Combine wine, citrus juices, brandy, triple sec, sliced fruit and cinnamon in a 2-quart pitcher. Cover and refrigerate at least 4 hours, or overnight. Add 2 cups ice and the cava. Pour into wine glasses with some fruit.","applespearslimes-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013139-the-good-word","The Good Word","Robert Simonson","","Shake with ice and strain into a cocktail glass.","40.png","pattern-40 fixed-height"
"/recipes/1013138-brewers-breakfast","Brewer’s Breakfast","Robert Simonson","","Stir in shaker with ice and strain into a chilled coupe. Garnish with Honey Nut Cheerios on a cocktail pick.","39.png","pattern-39 fixed-height"
"/recipes/1013119-celery-tonic","Celery Tonic","Julia Moskin","","In a small saucepan, combine sugar and 1/2 cup water over low heat, stirring often, just until sugar is dissolved. Let cool and refrigerate until ready to serve. In another small saucepan, heat vodka and celery seeds over low heat. Ignite vodka with a long match or lighter. Simmer until flames subside, about 5 minutes. Strain into a container. For each serving, add about 1 tablespoon celery infusion and 2 tablespoons sugar syrup to a tall glass with ice. Fill with seltzer, stir and garnish with a lemon slice.","20.png","pattern-20 fixed-height"
"/recipes/1015327-the-fitty-spot","The Fitty Spot","Toby Cecchini","For a Valentine, a cocktail made with rum — and a fulsome one — plays the obvious lead. This recipe calls for, Zacapa Centenario, a magnificent 23-year-old Guatemalan rum aged in an unusual Solera system employing both bourbon and sherry casks. Just as viable would be any of a dozen less pricey amber or añejo rums, like Pampero Aniversario, St. James Hors d’Age, Flor de Caña’s Centenario 12-year, Pyrat XO or Plantation’s 5-year Barbados. The drink also includes flavors of hibiscus, tangerine, lemon and pineapple.","In a shaking tin, muddle the pineapple into a smooth mush. Add remaining ingredients and fill the tin with ice. Shake vigorously and double-strain into a cocktail glass, holding a fine-mesh tea strainer above the glass to retain the pineapple pulp. Garnish with a sprig of mint and a small spear of fresh pineapple or wedge of tangerine.","FITTY-SPOT-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1013000-old-fashioned","Old-Fashioned","Jonathan Wells","","Place sugar, orange slice and bitters in an old-fashioned glass. Gently muddle until sugar has absorbed some liquid and resembles a fine paste. Add the bourbon or rye, along with a large ice cube or two, and stir well, about 20 times. Top with just slightest dash of club soda, if desired, and garnish with cherry.","oldfashioned-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012966-red-hook-cocktail","Red Hook Cocktail","Robert Simonson","","Pour ingredients into a shaker with a generous handful of ice. Stir briskly until well chilled. Strain into a cocktail glass and serve.","17.png","pattern-17 fixed-height"
"/recipes/1012953-monte-cassino","Monte Cassino","Jonathan Miles","","Mix the ingredients in a cocktail shaker with ice, then strain into a chilled cocktail glass and garnish with a lemon twist.","montecassino-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012952-the-benediction","The Benediction","Jonathan Miles","","Add the Bénédictine to a Champagne flute, add the bitters, then fill with Champagne.","benediction-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014045-the-posset","The Posset","Jonathan Miles","","Combine whipped cream, sugar, saffron, milk and honey in a saucepan over medium heat, and boil 3 minutes. Remove from heat. Stir in lemon and lime juice, and grated lemon and lime peel. Let cool 10 minutes. Stir again, then strain and refrigerate until ready to use. This base will make enough for 4 servings. For each drink, combine the sherries with about 6 ounces of the posset base, shake with ice in a cocktail shaker, and strain into a chilled cocktail glass. Dust lightly with ground cinnamon and serve.","theposset-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012932-rum-manhattan","Rum Manhattan","Jonathan Miles","","Combine the rum, vermouth, bay leaf reduction and bitters in a mixing glass with ice, and stir thoroughly. Strain into a chilled cocktail glass, then add the bay leaf and several blueberries. To flame the orange peel into the drink, cut a thumb-size wedge of peel from an orange. Holding a lighted match or lighter in one hand, squeeze the orange peel with the other hand over the flame so that the oils ignite as they pass through the flame. (This can require practice; an unflamed twist of orange will also suffice.) Serve.","Rum-Manhattan-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015331-hot-milk-punch","Hot Milk Punch","Toby Cecchini","This lean milk punch is concocted with vanilla-macerated bourbon. It takes only a few minutes to prepare (maceration aside), and delivers an outsize glow on a chilly night. Though it might make a flu sufferer feel better, don’t wait for the flu to try it.","Heat the milk in a small saucepan over medium heat, frothing it with a whisk until it is quite hot but not boiling. Whisk in the sugar. Remove from the heat and stir in the bourbon. Pour into a heatproof mug and grate a small amount of fresh nutmeg atop the foam. Serves one.","1209muhlke-casestudy-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012907-top-notch-volcano","Top Notch Volcano","Pete Wells","","Combine all ingredients except spices in a pitcher. Stir with lots of ice until well chilled. Strain over fresh ice into a bowl. Mix cinnamon and nutmeg in a salt shaker. Light a long wooden match and hold over bowl. Shake spices 3 or 4 times over flame. Ladle into 6- to 8-ounce cups.","Top-Notch-Volcano-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012906-italian-fizz","Italian Fizz","Robert Simonson","","Fill rocks glass with ice. Pour in vermouth and Fernet-Branca. Stir until chilled and top with seltzer and orange twist.","7.png","pattern-7 fixed-height"
"/recipes/1012911-milk-punch","Milk Punch","Julia Moskin","","In a pitcher, combine milk, half-and-half, bourbon, sugar and vanilla and stir. Place in freezer until slushy, at least 3 to 4 hours or up to 24 hours. Stir well and serve in chilled glasses, sprinkled with nutmeg.","milkpunch-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012905-agridulce-royale","Agridulce Royale","Robert Simonson","","Pour tequila, juice, syrup and Campari into shaker filled with ice, shake and strain into glass. Top with sparkling wine and garnish with twist of grapefruit peel.","agridulce-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012910-carlo-sud","Carlo Sud","Pete Wells","","Combine all ingredients except lemon peel in a shaker half-filled with ice and stir until well chilled. Strain into a cocktail glass. Run lemon twist around rim and drop into drink.","Carlo-Sud-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012909-the-night-marcher","The Night Marcher","Pete Wells","","Measure all ingredients except garnishes into a 12-ounce glass. Fill halfway with crushed ice. Insert a long spoon into the ice, hold the handle between your palms, and gently rub your palms together, back and forth, to swizzle the drink. Top glass with more crushed ice and swizzle again. Garnish with the ginger slice and the lime wedge.","nightmarcher-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012914-the-chadburn","The Chadburn","Pete Wells","","Combine all ingredients in a shaker half-filled with ice, and stir until well chilled. Strain into a cocktail glass.","15.png","pattern-15 fixed-height"
"/recipes/1012913-the-old-cuban","The Old Cuban","Pete Wells","","Gently bruise the mint with lime juice in a shaker using a muddler or wooden spoon. Add syrup, rum, bitters and a big handful of ice, and shake until well chilled. Strain into a coupe or cocktail glass and add Champagne. With a knife, slit the lime slice halfway through and pierce it with the mint sprig. Perch it on the rim of the glass.","oldcuban-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012884-throat-coat","Throat Coat","Jonathan Miles","","Add the honey to a snifter, rolling it around so that it coats the bottom of the glass. Add the vodka, then the B&B, and serve.","Throat-Coat-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012850-single-village-fix","Single Village Fix","Jonathan Miles","","Combine the ingredients with ice in a shaker, and shake. Strain into a chilled cocktail glass and serve.","singlevillage-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015332-jack-rose","Jack Rose","Toby Cecchini","The Jack Rose is the classic cocktail that never got invited to the oldies reunion. While other sours, such as the daiquiri, the Daisy, the Sidecar and select others, are revered and reinterpreted in their dotage, this mainstay of the 1920s and ’30s has fallen so far out of circulation that few still know its name. More’s the pity, for when properly made it is one of the canon’s stronger pillars, and a perfect sip when the post-equinox winds set in. The drink is simply a sour made from apple brandy — or applejack, as it was known from Colonial times through Prohibition — with grenadine syrup as the sweetener. Its name is attributed to any number of colorful characters, including a famous gangster stool pigeon, but it most likely comes from the shortening of applejack and the dusty rose color the drink attains from the grenadine and citrus.","Shake over ice and strain into a stemmed cocktail glass. Garnish with a twist of lemon or nothing.","jackrose-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012827-shu-jam-fizz","Shu Jam Fizz","Jonathan Miles","","Rinse a Collins glass by swirling absinthe inside it, just enough to coat the sides; discard excess. Combine gin, jam, fennel syrup, lemon juice and bitters in a shaker with ice, and shake. Add ice to the prepared glass, and into that strain the contents of the shaker. Top with the soda, and serve.","Shu-Jam-Fizz-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015338-the-venetian-spritz","The Venetian Spritz","Toby Cecchini","This drink is sweet, bitter, citrusy and sparkling — even slightly salty — but with minimal punch. It is a graceful way to begin an evening, and a thing of perfection on a sultry afternoon. The spritz can be made several ways, but the best and most common is simply a glass of prosecco with two or three ice cubes and a dash of sparkling water, topped with Aperol, a twist of lemon or slice of orange and — importantly and strangely — one green olive. The drink also can be made with white wine and sparkling water, and Campari or Cynar turn up in some varieties, but the spritz a l’Aperol is the benchmark, and handily trumps the others.","In a rocks glass over three or four ice cubes, pour the prosecco, a dash of sparkling water and the Aperol, being sure to follow that order lest the Aperol sink to the bottom without mixing. Garnish with a slice of orange, a twist of lemon (or both) and an olive.","venetianspritz3-videoSixteenByNine310.jpg","fixed-height"
