"ingredient.group","ingredient.subgroup","ingredient","as.written"
"Pantry","Citrus-Grapefruit","Grapefruit","tablespoon grapefruit juice"
"Pantry","Citrus-Grapefruit","Grapefruit","garnish: grapefruit wedge"
"Pantry","Citrus-Grapefruit","Grapefruit","slice of grapefruit peel for garnish"
"Pantry","Citrus-Grapefruit","Grapefruit","strip of grapefruit peel for garnish"
"Pantry","Citrus-Grapefruit","Grapefruit","ounce fresh grapefruit juice"
"Pantry","Citrus-Grapefruit","Grapefruit","ounces juice from freshly squeezed grapefruit (save a slice as garnish)"
"Pantry","Citrus-Grapefruit","Grapefruit","ounce fresh pink grapefruit juice"
"Pantry","Citrus-Kumquats","Kumquats","kumquats, cut in half"
"Pantry","Citrus-Lemon Peel-Dried","Lemon Peel Dried","tablespoons dried lemon peel (see note)"
"Pantry","Citrus-Lemon","Lemon","lemon twist, for garnish"
"Pantry","Citrus-Lemon","Lemon","ounce fresh lemon juice"
"Pantry","Citrus-Lemon","Lemon","lemon wedge, for garnish"
"Pantry","Citrus-Lemon","Lemon","ounce fresh-squeezed lemon juice"
"Pantry","Citrus-Lemon","Lemon","ounce fresh lemon juice, plus lemon wheel for garnish"
"Pantry","Citrus-Lemon","Lemon","lemons"
"Pantry","Citrus-Lemon","Lemon","¾ ounce fresh lemon juice"
"Pantry","Citrus-Lemon","Lemon","¾ ounce lemon juice"
"Pantry","Citrus-Lemon","Lemon","ounce lemon juice (fresh-squeezed and strained of pulp)"
"Pantry","Citrus-Lemon","Lemon","ounce lemon juice"
"Pantry","Citrus-Lemon","Lemon","ounce (1 tablespoon) freshly squeezed lemon juice"
"Pantry","Citrus-Lemon","Lemon","lemon wheel"
"Pantry","Citrus-Lemon","Lemon","lemon peel"
"Pantry","Citrus-Lemon","Lemon","ounces fresh lemon juice"
"Pantry","Citrus-Lemon","Lemon","squeeze lemon juice"
"Pantry","Citrus-Lemon","Lemon","lemon or orange slice, to serve"
"Pantry","Citrus-Lemon","Lemon","lemons, thinly sliced, for garnish"
"Pantry","Citrus-Lemon","Lemon","lemon wedges"
"Pantry","Citrus-Lemon","Lemon","tbsp. lemon juice"
"Pantry","Citrus-Lemon","Lemon","tsp. lemon zest"
"Pantry","Citrus-Lemon","Lemon","oz. fresh lemon juice"
"Pantry","Citrus-Lemon","Lemon","lemons, whole, well washed, preferably organic"
"Pantry","Citrus-Lemon","Lemon","1-by-3-inch slice lemon peel"
"Pantry","Citrus-Lemon","Lemon","teaspoon lemon juice"
"Pantry","Citrus-Lemon","Lemon","lemon wedge (1/6 of a medium sized lemon)"
"Pantry","Citrus-Lemon","Lemon","lemon wheel, for garnish"
"Pantry","Citrus-Lemon","Lemon","½ ounce lemon juice"
"Pantry","Citrus-Lemon","Lemon","lemon wedges, for garnish"
"Pantry","Citrus-Lemon","Lemon","tablespoons lemon juice"
"Pantry","Citrus-Lemon","Lemon","slice lemon"
"Pantry","Citrus-Lemon","Lemon","lemon juice"
"Pantry","Citrus-Lemon","Lemon","garnish: lemon twist"
"Pantry","Citrus-Lemon","Lemon","lemon wedge"
"Pantry","Citrus-Lemon","Lemon","garnish: lemon wedge"
"Pantry","Citrus-Lemon","Lemon","thin-cut lemon peel, for garnish"
"Pantry","Citrus-Lemon","Lemon","twists of lemon."
"Pantry","Citrus-Lemon","Lemon","generous strip of lemon peel"
"Pantry","Citrus-Lemon","Lemon","small strip of lemon peel"
"Pantry","Citrus-Lemon","Lemon","grated zest of a 1/2 lemon"
"Pantry","Citrus-Lemon","Lemon","lemon twist"
"Pantry","Citrus-Lemon","Lemon","lemon peel strip, for garnish"
"Pantry","Citrus-Lemon","Lemon","lemons or grapefruits (or one of each)"
"Pantry","Citrus-Lemon","Lemon","tablespoon fresh lemon juice"
"Pantry","Citrus-Lemon","Lemon","cup lemon juice"
"Pantry","Citrus-Lemon","Lemon","strips lemon peel, pith removed, for garnish"
"Pantry","Citrus-Lemon","Lemon","juice of 1 lemon"
"Pantry","Citrus-Lemon","Lemon","thin lemon slices, for garnish"
"Pantry","Citrus-Lemon","Lemon","ounce freshly-squeezed lemon juice"
"Pantry","Citrus-Lemon","Lemon","tablespoons fresh lemon juice"
"Pantry","Citrus-Lemon","Lemon","teaspoon grated lemon peel"
"Pantry","Citrus-Lemon","Lemon","strip lemon peel, for garnish"
"Pantry","Citrus-Lemon","Lemon","ounce freshly squeezed lemon juice"
"Pantry","Citrus-Lemon","Lemon","lemon"
"Pantry","Citrus-Lemon","Lemon","slices lemon"
"Pantry","Citrus-Lemon","Lemon","ounces lemon juice"
"Pantry","Citrus-Lemon","Lemon","splash of freshly squeezed lemon juice"
"Pantry","Citrus-Lemon","Lemon","lemon peel for garnish"
"Pantry","Citrus-Lemon","Lemon","teaspoons lemon juice"
"Pantry","Citrus-Lemon","Lemon","dash of lemon juice"
"Pantry","Citrus-Lemon","Lemon","lemon, cut along equator"
"Pantry","Citrus-Lemon","Lemon","pieces lemon peel, pith removed"
"Pantry","Citrus-Lemon","Lemon","strip lemon zest"
"Pantry","Citrus-Lemon","Lemon","stripe lemon zest"
"Pantry","Citrus-Lemon","Lemon","dash of fresh lemon juice"
"Pantry","Citrus-Lemon","Lemon","ounces of freshly squeezed lemon juice"
"Pantry","Citrus-Lemon","Lemon","juice of half a lemon"
"Pantry","Citrus-Lemon","Lemon","zest of 1/2 lemon"
"Pantry","Citrus-Lemon","Lemon","ounce of lemon juice"
"Pantry","Citrus-Lemon","Lemon","fresh squeezed lemon"
"Pantry","Citrus-Lemon","Lemon","french-cut lemon twist"
"Pantry","Citrus-Lemon","Lemon","orange slice or lemon twist for garnish"
"Pantry","Citrus-Lemon","Lemon","splash of fresh lemon juice"
"Pantry","Citrus-Lemon","Lemon","ounce of fresh-squeezed lemon juice"
"Pantry","Citrus-Lemon","Lemon","lime or lemon wedges, to garnish"
"Pantry","Citrus-Lemon","Lemon","juice of 2 lemons"
"Pantry","Citrus-Lemon","Lemon","twists of lemon"
"Pantry","Citrus-Lemon","Lemon","dash fresh lemon juice"
"Pantry","Citrus-Lemon","Lemon","dash lemon juice"
"Pantry","Citrus-Lemon","Lemon","juice of one-half of a lemon"
"Pantry","Citrus-Lemon","Lemon","long strip lemon zest"
"Pantry","Citrus-Lemon","Lemon","cups fresh-squeezed lemon juice"
"Pantry","Citrus-Lemon","Lemon","thin lemon or orange slices"
"Pantry","Citrus-Lemon","Lemon","piece lemon rind"
"Pantry","Citrus-Lemon","Lemon","twists of lemon (see note)"
"Pantry","Citrus-Lemon","Lemon","large lemon, cut into 6 wedges"
"Pantry","Citrus-Lemon","Meyer Lemon","ounce meyer lemon juice"
"Pantry","Citrus-Lime","Key Lime","lime, preferably key lime, rinsed"
"Pantry","Citrus-Lime","Key Lime","lime, preferably a key lime"
"Pantry","Citrus-Lime","Lime","oz. fresh lime juice"
"Pantry","Citrus-Lime","Lime","ounce fresh lime juice"
"Pantry","Citrus-Lime","Lime","bar spoon fresh lime juice"
"Pantry","Citrus-Lime","Lime","squeeze of lime"
"Pantry","Citrus-Lime","Lime","ounces lime juice"
"Pantry","Citrus-Lime","Lime","lime wedges, for garnish"
"Pantry","Citrus-Lime","Lime","ounce lime juice, or more to taste"
"Pantry","Citrus-Lime","Lime","lime slice"
"Pantry","Citrus-Lime","Lime","ounces fresh lime juice"
"Pantry","Citrus-Lime","Lime","ounce fresh-squeezed lime juice"
"Pantry","Citrus-Lime","Lime","lime twist, for garnish"
"Pantry","Citrus-Lime","Lime","ounces (2 1/2 cups, from about 10 large limes) freshly squeezed lime juice"
"Pantry","Citrus-Lime","Lime","strips of lime or orange zest (optional)"
"Pantry","Citrus-Lime","Lime","lime wedge"
"Pantry","Citrus-Lime","Lime","limes"
"Pantry","Citrus-Lime","Lime","lime wheels"
"Pantry","Citrus-Lime","Lime","cup lime juice"
"Pantry","Citrus-Lime","Lime","tablespoons lime juice"
"Pantry","Citrus-Lime","Lime","fresh lime wedge for garnish"
"Pantry","Citrus-Lime","Lime","cups freshly squeezed lime juice"
"Pantry","Citrus-Lime","Lime","lime wheel"
"Pantry","Citrus-Lime","Lime","lime, cut crosswise"
"Pantry","Citrus-Lime","Lime","lime wedges or lemon twists, for serving"
"Pantry","Citrus-Lime","Lime","the juice of 1 medium lime"
"Pantry","Citrus-Lime","Lime","part fresh lime juice"
"Pantry","Citrus-Lime","Lime","ounce lime juice"
"Pantry","Citrus-Lime","Lime","½ ounce lime juice"
"Pantry","Citrus-Lime","Lime","¾ ounce lime juice"
"Pantry","Citrus-Lime","Lime","or so limes"
"Pantry","Citrus-Lime","Lime","slice each of lime"
"Pantry","Citrus-Lime","Lime","tablespoon of lime juice"
"Pantry","Citrus-Lime","Lime","tablespoon lime juice"
"Pantry","Citrus-Lime","Lime","part freshly squeezed lime juice"
"Pantry","Citrus-Lime","Lime","lime wedge, for garnish"
"Pantry","Citrus-Lime","Lime","a lime, cut into quarters"
"Pantry","Citrus-Lime","Lime","teaspoon fresh lime juice"
"Pantry","Citrus-Lime","Lime","limes, halved"
"Pantry","Citrus-Lime","Lime","juice of 3 limes"
"Pantry","Citrus-Lime","Lime","juice of 1 lime."
"Pantry","Citrus-Lime","Lime","lime twist, 3/4-inch wide, for serving"
"Pantry","Citrus-Lime","Lime","juice of 1 lime"
"Pantry","Citrus-Lime","Lime","ounce freshly squeezed lime juice"
"Pantry","Citrus-Lime","Lime","tablespoons fresh lime juice"
"Pantry","Citrus-Lime","Lime","teaspoon grated lime peel"
"Pantry","Citrus-Lime","Lime","ounce (1 1/2 tablespoons) lime juice"
"Pantry","Citrus-Lime","Lime","lime wedge (for garnish)"
"Pantry","Citrus-Lime","Lime","lime, cut in three pieces"
"Pantry","Citrus-Lime","Lime","lime slice, for garnish (optional)"
"Pantry","Citrus-Lime","Lime","slices lime"
"Pantry","Citrus-Lime","Lime","teaspoon lime zest, more for garnish"
"Pantry","Citrus-Lime","Lime","juice of one small lime, rind reserved"
"Pantry","Citrus-Lime","Lime","ounces freshly-squeezed lime juice"
"Pantry","Citrus-Lime","Lime","tablespoons (1 ounce) lime juice"
"Pantry","Citrus-Lime","Lime","small lime wedge or wheel, for garnish"
"Pantry","Citrus-Lime","Lime","large limes, each cut into 8 wedges"
"Pantry","Citrus-Lime","Lime","teaspoons fresh lime juice"
"Pantry","Citrus-Lime","Lime","tbsp. freshly squeezed lime juice"
"Pantry","Citrus-Lime","Lime","juice of 1 1/2 limes"
"Pantry","Citrus-Lime","Lime","limes, rinsed"
"Pantry","Citrus-Lime","Lime","juice of 2 limes"
"Pantry","Citrus-Lime","Lime","lime wedges, optional"
"Pantry","Citrus-Lime","Lime","kaffir lime leaves"
"Pantry","Citrus-Lime","Lime","splash of fresh lime juice"
"Pantry","Citrus-Lime","Lime","ounces freshly squeezed lime juice"
"Pantry","Citrus-Lime","Lime","twist of lime"
"Pantry","Citrus-Lime","Lime","juice of 1 lime wedge"
"Pantry","Citrus-Lime","Lime","lime"
"Pantry","Citrus-Lime","Lime","lime slice, 1/2 inch thick, for salting glass"
"Pantry","Citrus-Lime","Lime","ounce fresh lime juice (half a lime)"
"Pantry","Citrus-Lime","Lime","teaspoon of freshly squeezed lime juice"
"Pantry","Citrus-Lime","Lime","fresh lime juice"
"Pantry","Citrus-Lime","Lime","fresh squeezed lime"
"Pantry","Citrus-Lime","Lime","splash of lime juice"
"Pantry","Citrus-Lime","Lime","limes, room temperature"
"Pantry","Citrus-Lime","Lime","lime, cut into 4 wedges"
"Pantry","Citrus-Lime","Lime","juice of 20 limes (about 2 3 1/84 cups)"
"Pantry","Citrus-Lime","Lime","lime wedge for garnish"
"Pantry","Citrus-Mixed","Mixed Citrus","wedges of orange, lime and tangerine, as a garnish"
"Pantry","Citrus-Orange Peel-Candied","Orange Peel Candied","small piece candied orange peel"
"Pantry","Citrus-Orange Peel-Dried","Orange Peel Dried","tablespoons dried orange peel (see note)"
"Pantry","Citrus-Orange","Cara Cara Orange","cara cara oranges"
"Pantry","Citrus-Orange","Orange","half-wheel of orange, for garnish"
"Pantry","Citrus-Orange","Orange","orange wheel, for garnish"
"Pantry","Citrus-Orange","Orange","medium navel orange"
"Pantry","Citrus-Orange","Orange","ounces orange juice (fresh-squeezed and strained of pulp)"
"Pantry","Citrus-Orange","Orange","twist of orange peel, for garnish"
"Pantry","Citrus-Orange","Orange","ounce fresh orange juice"
"Pantry","Citrus-Orange","Orange","orange twist, for garnish"
"Pantry","Citrus-Orange","Orange","orange peel"
"Pantry","Citrus-Orange","Orange","dash orange juice"
"Pantry","Citrus-Orange","Orange","orange slice, for garnish"
"Pantry","Citrus-Orange","Orange","orange twist"
"Pantry","Citrus-Orange","Orange","strip of peel from 1/2 orange"
"Pantry","Citrus-Orange","Orange","ounces orange juice"
"Pantry","Citrus-Orange","Orange","cup freshly squeezed orange juice"
"Pantry","Citrus-Orange","Orange","orange, unpeeled, cut into thin rounds"
"Pantry","Citrus-Orange","Orange","cups freshly squeezed orange juice"
"Pantry","Citrus-Orange","Orange","orange wedges"
"Pantry","Citrus-Orange","Orange","strips orange peel, 2 inches long"
"Pantry","Citrus-Orange","Orange","oz. orange juice"
"Pantry","Citrus-Orange","Orange","1-by-3-inch slice orange peel"
"Pantry","Citrus-Orange","Orange","slice orange, for garnish"
"Pantry","Citrus-Orange","Orange","orange-peel twist, for garnish"
"Pantry","Citrus-Orange","Orange","slice orange"
"Pantry","Citrus-Orange","Orange","garnish: orange twist"
"Pantry","Citrus-Orange","Orange","piece of orange rind"
"Pantry","Citrus-Orange","Orange","peel of 1 large orange"
"Pantry","Citrus-Orange","Orange","orange peel, sliced."
"Pantry","Citrus-Orange","Orange","orange wedge, for garnish"
"Pantry","Citrus-Orange","Orange","orange wheel"
"Pantry","Citrus-Orange","Orange","orange wheel for garnish"
"Pantry","Citrus-Orange","Orange","cups orange juice"
"Pantry","Citrus-Orange","Orange","3-inch strip orange zest"
"Pantry","Citrus-Orange","Orange","wedge roasted orange"
"Pantry","Citrus-Orange","Orange","orange peel for garnish"
"Pantry","Citrus-Orange","Orange","juice oranges, peeled, seeded and diced"
"Pantry","Citrus-Orange","Orange","juice of 1 1/2 oranges"
"Pantry","Citrus-Orange","Orange","orange slice"
"Pantry","Citrus-Orange","Orange","flamed orange peel (optional)"
"Pantry","Citrus-Orange","Orange","slice of orange peel"
"Pantry","Citrus-Orange","Orange","orange"
"Pantry","Citrus-Orange","Orange","slices each, orange"
"Pantry","Citrus-Orange","Orange","ounce freshly squeezed orange juice"
"Pantry","Citrus-Orange","Orange","pieces of orange peel for garnish"
"Pantry","Citrus-Orange","Orange","teaspoon orange juice"
"Pantry","Citrus-Orange","Orange","orange zest, for garnish (optional)"
"Pantry","Citrus-Orange","Orange","orange wedges, for garnish"
"Pantry","Citrus-Orange","Orange","orange slice 1 1/4-inch thick, cut in half"
"Pantry","Citrus-Orange","Orange","orange juice"
"Pantry","Citrus-Orange","Orange","orange, peeled, seeded and sliced in thin wedges"
"Pantry","Citrus-Orange","Orange","orange slice for garnish"
"Pantry","Citrus-Orange","Orange","slice half orange"
"Pantry","Citrus-Orange","Orange","ounce orange juice"
"Pantry","Citrus-Orange","Orange","orange slices decorated with cranberries popunds and studded with cloves"
"Pantry","Citrus-Orange","Orange","twist orange peel"
"Pantry","Citrus-Orange","Orange","cup orange juice"
"Pantry","Citrus-Orange","Orange","long strip orange zest"
"Pantry","Citrus-Orange","Orange","juice of 2 medium-size oranges"
"Pantry","Citrus-Orange","Orange","juice of 1 orange"
"Pantry","Citrus-Orange","Purée Blood-Orange","ounce blood-orange purée"
"Pantry","Citrus-Orange","Satsuma","satsumas, halved (see note)"
"Pantry","Citrus-Orange","Satsuma","ounces fresh satsuma or tangerine juice"
"Pantry","Citrus-Orange","Tangerine","organic tangerines or oranges, with a good balance of tart and sweet"
"Pantry","Citrus-Orange","Tangerine","ounces fresh tangerine juice"
"Pantry","Citrus-Orange","Tangerine","splash of freshly squeezed tangerine juice"
"Pantry","Citrus-Orange","Tangerine","ounces essn tangerine juice"
"Pantry","Citrus-Sour Mix","Sour Mix","dash of sour mix"
"Pantry","Citrus-Sour Mix","Sour Mix","sour mix"
"Pantry","Citrus-Sour Mix","Sour Mix","tablespoons fresh sour mix (combine 1 tablespoon each of sugar, water, lemon and lime juices)"
"Pantry","Coconut-Cream","Coco López Coconut Cream","ounce coconut cream, like coco lopez"
"Pantry","Coconut-Cream","Coco López Coconut Cream","15-ounce can coconut cream, preferably coco lópez"
"Pantry","Coconut-Cream","Coco López Coconut Cream","ounces coco lopez cream of coconut"
"Pantry","Coconut-Cream","Coco López Coconut Cream","tablespoons coco lopez cream of coconut"
"Pantry","Coconut-Milk","Coconut Milk","cup coconut milk"
"Pantry","Coconut-Purée","Coconut Purée","ounces coconut purée or coconut ice cream"
"Pantry","Coconut-Water","Coconut Water","ounces (3 cups) coconut water"
"Pantry","Coconut-Water","Coconut Water","ounce coconut water"
"Pantry","Coconut-Water","Coconut Water","ounces pure coconut water"
"Pantry","Coffee","Coffee","ounces hot, freshly made coffee"
"Pantry","Coffee","Coffee","ounces hot, strong coffee"
"Pantry","Coffee","Coffee","ounces hot coffee"
"Pantry","Consummé-Beef","Beef Consummé","ounces ( 1/4 cup plus 1 tablespoon) bull-tail consommé, or oxtail or beef consommé"
"Pantry","Dairy-Cream","Cream","oz. heavy cream"
"Pantry","Dairy-Cream","Cream","ounce cream"
"Pantry","Dairy-Cream","Cream","heavy cream, preferably trickling springs or another high-quality brand"
"Pantry","Dairy-Cream","Cream","whipped cream, slightly sweetened"
"Pantry","Dairy-Cream","Cream","cup heavy cream"
"Pantry","Dairy-Cream","Cream","whipped cream"
"Pantry","Dairy-Cream","Cream","ounce heavy cream"
"Pantry","Dairy-Cream","Cream","cups heavy cream"
"Pantry","Dairy-Cream","Cream","cups whipped cream"
"Pantry","Dairy-Cream","Cream","1/2+cups heavy cream"
"Pantry","Dairy-Cream","Cream","tablespoons heavy cream"
"Pantry","Dairy-Cream","Cream","ounces heavy cream, whipped enough to float, but not stiff"
"Pantry","Dairy-Cream","Cream","ounces heavy cream"
"Pantry","Dairy-Half and Half","Half-and-Half","half-and-half as needed (about 1 tbsp.)"
"Pantry","Dairy-Half and Half","Half-and-Half","cup half-and-half"
"Pantry","Dairy-Milk","Milk","ounces milk (use cream or half-and-half for a richer drink)"
"Pantry","Dairy-Milk","Milk","ounces milk"
"Pantry","Dairy-Milk","Milk","cups whole milk"
"Pantry","Dairy-Milk","Milk","oz. milk"
"Pantry","Dairy-Milk","Milk","cup whole milk"
"Pantry","Dairy-Milk","Milk","cups milk, plus milk frozen into cubes"
"Pantry","Dairy-Milk","Milk","cups milk"
"Pantry","Dairy-Milk","Milk","quart whole milk"
"Pantry","Dairy-Milk","Milk","ounces cold milk"
"Pantry","Dairy-Milk-Condensed","Condensed Milk","ounce sweetened condensed milk"
"Pantry","Egg","Egg","egg"
"Pantry","Egg","Egg","ounces egg white"
"Pantry","Egg","Egg","¾ ounce egg white"
"Pantry","Egg","Egg","egg yolk"
"Pantry","Egg","Egg","egg white"
"Pantry","Egg","Egg","eggs (yolks and whites separated)"
"Pantry","Egg","Egg","large eggs, separated"
"Pantry","Egg","Egg","eggs, separated"
"Pantry","Egg","Egg","white of one egg"
"Pantry","Egg","Egg","tablespoon pasteurized egg white"
"Pantry","Egg","Egg","large egg"
"Pantry","Coffee-Espresso","Espresso","ounces iced espresso"
"Pantry","Flower-Edible","Edible Flowers","edible flower"
"Pantry","Flower-Nasturtium","Nasturtium Blossom and Leaf","nasturtium blossom and leaf, for garnish"
"Pantry","Flower-Rose-Petals","Rose Petals","rose petals"
"Pantry","Flower-Rose-Water","Rose Water","part rose water"
"Pantry","Flower-Rose-Water","Rose Water","teaspoon rose water, more to taste"
"Pantry","Flower-Rosebuds-Dried","Rosebuds Dried","ounces dried rosebuds"
"Pantry","Flower-Rosehips-Dried","Rosehips Dried","ounces dried rosehips"
"Pantry","Fruit-Apple","Apple","apple slice for garnish"
"Pantry","Fruit-Apple","Apple","apple slice"
"Pantry","Fruit-Apple","Apple","apples, cored and coarsely diced"
"Pantry","Fruit-Apple","Apple","apple, cored and sliced"
"Pantry","Fruit-Apple","Fuji Apple","fuji apples, cored and diced, for garnish"
"Pantry","Fruit-Apple","Honeycrisp Apple","honeycrisp apples"
"Pantry","Fruit-Apple","Honeycrisp Apple","small to medium honey crisp (or fuji or mcintosh) apples, cored"
"Pantry","Fruit-Apple","Honeycrisp Apple","large apple slices, like honeycrisp"
"Pantry","Fruit-Apple-Green","Green Apple","slice of green apple, for garnish"
"Pantry","Fruit-Apple-Green","Green Apple","thinly sliced green apples"
"Pantry","Fruit-Apricot","Apricot","oz. apricot liqueur"
"Pantry","Fruit-Apricot","Apricot","apricots, pitted and cut into eighths"
"Pantry","Fruit-Apricot","Apricot","cup diced dried apricots"
"Pantry","Fruit-Banana","Frozen Banana","large, very ripe, frozen bananas, sliced"
"Pantry","Fruit-Dates","Dates","dates"
"Pantry","Fruit-Dried-Apricot","Apricot Dried","tablespoon dried apricot"
"Pantry","Fruit-Dried-Figs","Dried Figs","dried figs, sliced"
"Pantry","Fruit-Dried-Peach","Dried Peach","tablespoon dried peach"
"Pantry","Fruit-Dried-Prune","Fruit-Dried-Prune","small prune"
"Pantry","Fruit-Dried-Raisins","Raisins","raisins and sliced almonds for garnish (optional)"
"Pantry","Fruit-Dried-Raisins-Golden","Golden Raisins","cup golden raisins"
"Pantry","Fruit-Dried-Raisins-Rum Soaked","Rum Soaked Raisins","rum-soaked raisins"
"Pantry","Fruit-Grapes","Grapes","cup small, sweet grapes"
"Pantry","Fruit-Grapes-Champagne","Grapes Champagne","small bunch champagne grapes"
"Pantry","Fruit-Grapes-Green","Grapes Green","green grapes"
"Pantry","Fruit-Grapes-Red","Grapes Red","pound concord grapes"
"Pantry","Fruit-Grapes-Red","Grapes Red","a few purple grapes"
"Pantry","Fruit-Grapes-Red","Grapes Red","red grapes"
"Pantry","Fruit-Litchi","Litchi","ounce litchi juice"
"Pantry","Fruit-Litchi","Litchi","litchi"
"Pantry","Fruit-Mango","Mango","cups diced ripe mango"
"Pantry","Fruit-Mango","Mango","slice ripe mango, skin on, for garnish"
"Pantry","Fruit-Mango","Mango","ripe mango, peeled and cut into small chunks"
"Pantry","Fruit-Mango","Mango","thin slice of fresh mango"
"Pantry","Fruit-Mango","Mango","cup diced mango"
"Pantry","Fruit-Mango","Purée Mango","tablespoon mango purée (recipe follows)"
"Pantry","Fruit-Mixed","Mixed Fruit","kiwi, green apples, pears, cut into small cubes for garnish"
"Pantry","Fruit-Peach","Peach","peach, diced into small cubes, for garnish"
"Pantry","Fruit-Peach","Peach","peach, sliced, with pit optional; use with unscented tea"
"Pantry","Fruit-Peach","Peach","pound peaches and nectarines, washed, pitted (pits reserved) and sliced 1/2-inch thick"
"Pantry","Fruit-Peach","Peach","ripe peaches"
"Pantry","Fruit-Peach","Peach","large peaches, ripe but not soft (white peaches if available)"
"Pantry","Fruit-Peach","White Peach","ripe white peaches"
"Pantry","Fruit-Pear","Pear","pears, cored and coarsely diced"
"Pantry","Fruit-Pear","Pear","pear, cored and sliced"
"Pantry","Fruit-Pear","Pear","dried pear slice, for garnish"
"Pantry","Fruit-Pineapple","Pineapple","cup (6 ounces) pineapple juice"
"Pantry","Fruit-Pineapple","Pineapple","ounces pineapple juice"
"Pantry","Fruit-Pineapple","Pineapple","pineapple slices, for garnish"
"Pantry","Fruit-Pineapple","Pineapple","ounces pineapple juice, fresh or a high-quality brand"
"Pantry","Fruit-Pineapple","Pineapple","pineapple wedge, for garnish"
"Pantry","Fruit-Pineapple","Pineapple","ripe pineapple, peeled, cored and chopped"
"Pantry","Fruit-Pineapple","Pineapple","ounce pineapple juice"
"Pantry","Fruit-Pineapple","Pineapple","very ripe pineapple, cut into chunks"
"Pantry","Fruit-Pineapple","Pineapple","ounces fresh pineapple, cored and chopped"
"Pantry","Fruit-Pineapple","Pineapple","ounces pineapple juice (not from concentrate)"
"Pantry","Fruit-Pineapple","Pineapple","chunks pineapple"
"Pantry","Fruit-Pineapple","Pineapple","inch-wide cubes pineapple"
"Pantry","Fruit-Pineapple","Pineapple","ring of peeled pineapple cut 1/2-inch thick, core removed"
"Pantry","Fruit-Pineapple","Pineapple","pineapple juice, if necessary"
"Pantry","Fruit-Pineapple","Pineapple","slices of pineapple, orange and lime, for garnish"
"Pantry","Fruit-Pineapple","Pineapple","small fresh pineapple wedges"
"Pantry","Fruit-Plum","Plums","medium pitted plums"
"Pantry","Fruit-Plum","Plums","pound mixed plums, washed, pitted and sliced 1/2-inch thick"
"Pantry","Fruit-Pomegranate","Pomegranate","pomegranates"
"Pantry","Fruit-Pomegranate","Pomegranate","cups pomegranate seeds (from about 3 pomegranates)"
"Pantry","Fruit-Seasonal","Seasonal Fruit","fresh fruit to garnish"
"Pantry","Fruit-Seasonal","Seasonal Fruit","cups diced seasonal fruit: strawberries or peaches"
"Pantry","Gelatin","Gelatin Sheets","sheets baker's gelatin"
"Pantry","Herb-Basil","Basil","basil leaf"
"Pantry","Herb-Basil","Basil","basil leaves"
"Pantry","Herb-Basil","Basil","small bunch of basil"
"Pantry","Herb-Basil","Basil","leaves fresh italian basil"
"Pantry","Herb-Basil","Basil","basil leaves, roughly shredded"
"Pantry","Herb-Basil","Basil","large basil leaves"
"Pantry","Herb-Basil","Basil","leaves fresh basil"
"Pantry","Herb-Basil","Basil","organic basil leaf"
"Pantry","Herb-Basil","Basil","basil leaves, fried in oil and sprinkled with salt, for garnish"
"Pantry","Herb-Basil-Thai","Basil Thai","thai basil leaves"
"Pantry","Herb-Basil-Thai","Basil Thai","thai basil leaves; more for garnish"
"Pantry","Herb-Bay Leaf","Bay Leaf","bay leaves"
"Pantry","Herb-Bay Leaf","Bay Leaf","ounce bay leaf reduction (see note)"
"Pantry","Herb-Bay Leaf","Bay Leaf","bay leaf, for garnish"
"Pantry","Herb-Dill","Dill","cup loosely packed dill, washed, patted dry, tough stems removed"
"Pantry","Herb-Lavendar","Lavendar","lavender sprigs for garnish"
"Pantry","Herb-Lemon Balm","Lemon Balm","sprigs fresh lemon balm, optional"
"Pantry","Herb-Lemon Verbena","Lemon Verbena","leaf lemon verbena"
"Pantry","Herb-Lemongrass","Lemongrass","lemon grass stalks, chopped"
"Pantry","Herb-Lemongrass","Lemongrass","stalks lemon grass"
"Pantry","Herb-Lemongrass","Lemongrass","3-inch piece fresh lemon grass"
"Pantry","Herb-Lovage","Lovage","cup lovage leaves"
"Pantry","Herb-Mint","Mint","mint leaves, plus a few sprigs for garnish"
"Pantry","Herb-Mint","Mint","sprig of fresh mint, for garnish"
"Pantry","Herb-Mint","Mint","sprig of mint"
"Pantry","Herb-Mint","Mint","fresh mint leaves"
"Pantry","Herb-Mint","Mint","bruised mint sprig"
"Pantry","Herb-Mint","Mint","mint leaves (or another soft herb, or additional basil)"
"Pantry","Herb-Mint","Mint","mint sprig, for garnish"
"Pantry","Herb-Mint","Mint","mint, for garnish."
"Pantry","Herb-Mint","Mint","mint leaves"
"Pantry","Herb-Mint","Mint","garnish: more mint"
"Pantry","Herb-Mint","Mint","sprigs mint, rinsed, patted dry and lightly crushed, plus more for garnish"
"Pantry","Herb-Mint","Mint","sprigs mint, plus extra for garnish"
"Pantry","Herb-Mint","Mint","fresh mint leaves for garnish"
"Pantry","Herb-Mint","Mint","tablespoons fresh mint leaves, slivered"
"Pantry","Herb-Mint","Mint","mint leaves, plus the tip of a mint sprig for garnish"
"Pantry","Herb-Mint","Mint","mint sprigs, leaves only, plus one mint sprig for garnish"
"Pantry","Herb-Mint","Mint","mint sprig for garnish"
"Pantry","Herb-Mint","Mint","mint sprigs, leaves only, plus one whole sprig for garnish"
