"recipe.link","ingredient","ingredient.quantity","ingredient.as.written"
"/recipes/1015304-limoncello-once-removed","DROP","","food-grade cheesecloth, rinsed and wrung out"
"/recipes/1015304-limoncello-once-removed","DROP","","strong butcher’s twine"
"/recipes/1015304-limoncello-once-removed","DROP","","large sealable glass vessel or urn, with lid."
"/recipes/12800-the-southern-slope","Basil Hayden's","2","oz. Basil Hayden’s bourbon"
"/recipes/12800-the-southern-slope","Punt e Mes","¾","oz. Punt e Mes Italian vermouth"
"/recipes/12800-the-southern-slope","Apricot","½","oz. Apricot liqueur"
"/recipes/12800-the-southern-slope","Angostura Aromatic Bitters","2","dashes Angostura bitters"
"/recipes/12800-the-southern-slope","Luxardo Cherries","1","Luxardo cherry"
"/recipes/12801-moos-manhattan","Old Overholt","2 ½","oz. Old Overholt rye whiskey"
"/recipes/12801-moos-manhattan","Martini & Rossi","½","oz. Martini & Rossi sweet vermouth"
"/recipes/12801-moos-manhattan","Carpano Antica","½","oz. Carpano Antica Formula"
"/recipes/12801-moos-manhattan","Angostura Aromatic Bitters","3","dashes Angostura bitters"
"/recipes/12801-moos-manhattan","Lemon","1","1-by-3-inch slice lemon peel"
"/recipes/12801-moos-manhattan","Orange","","1-by-3-inch slice orange peel"
"/recipes/12801-moos-manhattan","Brandied Cherries","1","brandied cherry"
"/recipes/12675-tequila-watermelon-punch","Watermelon","3","parts watermelon puree"
"/recipes/12675-tequila-watermelon-punch","House Blanco Tequila","1","part silver tequila"
"/recipes/12675-tequila-watermelon-punch","Lime","½","part fresh lime juice"
"/recipes/12675-tequila-watermelon-punch","Seltzer Water","","Seltzer"
"/recipes/12675-tequila-watermelon-punch","Jalapeño","","Sliced jalapeno"
"/recipes/12675-tequila-watermelon-punch","Sea Salt","","Coarse sea salt"
"/recipes/12675-tequila-watermelon-punch","DROP","","Ice"
"/recipes/12675-tequila-watermelon-punch","DROP","","Agave nectar (optional)"
"/recipes/12658-il-sorpasso","Aperol","1","ounce Aperol"
"/recipes/12658-il-sorpasso","Maker’s Mark","1","ounce Maker’s Mark bourbon"
"/recipes/12658-il-sorpasso","Honey","¾","teaspoon honey"
"/recipes/12658-il-sorpasso","Lemon","1","teaspoon lemon juice"
"/recipes/12658-il-sorpasso","Sugar","¼","teaspoon sugar"
"/recipes/12658-il-sorpasso","Club Soda","2","ounces club soda"
"/recipes/12658-il-sorpasso","Orange","1","slice orange, for garnish"
"/recipes/12676-shaddocks-fizz","Aperol","2","ounces Aperol"
"/recipes/12676-shaddocks-fizz","Grapefruit","¾","ounce grapefruit juice"
"/recipes/12676-shaddocks-fizz","St-Germain","½","ounce St.-Germain liqueur"
"/recipes/12676-shaddocks-fizz","House Champagne","2","ounces Champagne, or to taste"
"/recipes/12676-shaddocks-fizz","Grapefruit","","Grapefruit twist"
"/recipes/12566-batida-de-maracuja-e-coco","DROP","1","cup crushed ice"
"/recipes/12566-batida-de-maracuja-e-coco","Coco López Coconut Cream","1","ounce coconut cream, like Coco Lopez"
"/recipes/12566-batida-de-maracuja-e-coco","Passion Fruit Purée","¾","ounce fresh unsweetened passion fruit purée or juice"
"/recipes/12566-batida-de-maracuja-e-coco","House Cachaça","2","ounces cachaça"
"/recipes/12566-batida-de-maracuja-e-coco","Condensed Milk","¾","ounce sweetened condensed milk"
"/recipes/12517-emperors-garden","Rhubarb","1","cup thinly sliced rhubarb"
"/recipes/12517-emperors-garden","Sugar","1","cup sugar"
"/recipes/12517-emperors-garden","Basil Thai","5","Thai basil leaves; more for garnish"
"/recipes/12517-emperors-garden","Seasoned Rice Wine Vinegar ","1","teaspoon seasoned rice wine vinegar"
"/recipes/12517-emperors-garden","House Gin","1 ½","ounces gin"
"/recipes/12517-emperors-garden","Lemon","¾","ounce lemon juice"
"/recipes/12516-el-presidente","Pomegranate Juice","½","cup pomegranate juice"
"/recipes/12516-el-presidente","Superfine Sugar","½","cup superfine sugar"
"/recipes/12516-el-presidente","House White Rum","1 ½","ounces white rum"
"/recipes/12516-el-presidente","Orange Curaçao","½","ounce orange Curacao"
"/recipes/12516-el-presidente","House Dry Vermouth","¾","ounce French (dry white) vermouth"
"/recipes/12516-el-presidente","Orange","","Orange-peel twist, for garnish"
"/recipes/12515-cherry-sherry-cobbler","Superfine Sugar","1","cup superfine sugar"
"/recipes/12515-cherry-sherry-cobbler","Lemon","1","lemon wedge (1/6 of a medium sized lemon)"
"/recipes/12515-cherry-sherry-cobbler","Cherries","4","pitted cherries (or raspberries or blueberries)"
"/recipes/12515-cherry-sherry-cobbler","House Amontillado Sherry","3","ounces dry amontillado sherry"
"/recipes/12515-cherry-sherry-cobbler","Orange","","Orange slice, for garnish"
"/recipes/12527-mary-pickford","House White Rum","2","ounces white rum"
"/recipes/12527-mary-pickford","Pineapple Juice","","¾ ounce pineapple juice"
"/recipes/12527-mary-pickford","Maraschino","","½ ounce maraschino liqueur"
"/recipes/12527-mary-pickford","Grenadine","","¼ ounce grenadine"
"/recipes/12539-widows-kiss","House Apple Brandy","2","ounces apple brandy"
"/recipes/12539-widows-kiss","Yellow Chartreuse","","¼ ounce yellow Chartreuse"
"/recipes/12539-widows-kiss","Bénédictine","","¼ ounce Bénédictine"
"/recipes/12539-widows-kiss","Angostura Aromatic Bitters","2","dashes Angostura bitters"
"/recipes/12501-gin-fix","Superfine Sugar","2","teaspoons superfine sugar"
"/recipes/12501-gin-fix","Lemon","2","tablespoons lemon juice"
"/recipes/12501-gin-fix","House Gin","4","ounces gin"
"/recipes/12501-gin-fix","House Sparkling Rosé","1","cup sparkling rosé, optional"
"/recipes/12501-gin-fix","Raspberries","","Raspberries, for garnish"
"/recipes/12521-siesta","House Tequila","2","ounces tequila"
"/recipes/12521-siesta","Campari","","¾ ounce Campari"
"/recipes/12521-siesta","Lime","","½ ounce lime juice"
"/recipes/12521-siesta","Grapefruit","","½ ounce grapefruit juice"
"/recipes/12521-siesta","Grapefruit","","Grapefruit twist, for garnish"
"/recipes/12533-sidecar","House Cognac","2","ounces Cognac"
"/recipes/12533-sidecar","Lemon","","¾ ounce lemon juice"
"/recipes/12533-sidecar","Orange Curaçao","","¾ ounce orange Curaçao"
"/recipes/12533-sidecar","Lemon","","Lemon twist, for garnish"
"/recipes/12538-junior","House Rye","2","ounces rye whiskey"
"/recipes/12538-junior","Lime","","¾ ounce lime juice"
"/recipes/12538-junior","Bénédictine","","½ ounce Bénédictine"
"/recipes/12538-junior","Angostura Aromatic Bitters","2","dashes Angostura bitters"
"/recipes/12528-fancy-free","House Rye","2","ounces rye whiskey"
"/recipes/12528-fancy-free","Maraschino","","½ ounce maraschino liqueur"
"/recipes/12528-fancy-free","Angostura Aromatic Bitters","","Dash of Angostura bitters"
"/recipes/12528-fancy-free","House Orange Bitters","","Dash of orange bitters"
"/recipes/12528-fancy-free","Orange","","Orange twist, for garnish"
"/recipes/12529-brooklyn","House Rye","2","ounces rye whiskey"
"/recipes/12529-brooklyn","House Dry Vermouth","","¾ ounce dry vermouth"
"/recipes/12529-brooklyn","Maraschino","","¼ ounce maraschino liqueur"
"/recipes/12529-brooklyn","House Amaro","","¼ ounce amaro"
"/recipes/12532-mai-tai","House Rum","2","ounces rum"
"/recipes/12532-mai-tai","Lime","1","ounce lime juice"
"/recipes/12532-mai-tai","Orange Curaçao","","½ ounce orange Curaçao"
"/recipes/12532-mai-tai","Orgeat","","½ ounce orgeat"
"/recipes/12532-mai-tai","Mint","","Mint sprig, for garnish"
"/recipes/12537-vieux-carre","House Rye","1","ounce rye whiskey"
"/recipes/12537-vieux-carre","House Cognac","1","ounce cognac"
"/recipes/12537-vieux-carre","House Sweet Vermouth","1","ounce sweet vermouth"
"/recipes/12537-vieux-carre","Bénédictine","","¼ ounce Bénédictine"
"/recipes/12537-vieux-carre","Angostura Aromatic Bitters","","Dash of Angostura bitters"
"/recipes/12537-vieux-carre","Peychaud’s Bitters","","Dash of Peychaud’s bitters"
"/recipes/12542-victorian-gin-punch","Lemon","3","lemons"
"/recipes/12542-victorian-gin-punch","Sugar","¾","cup sugar"
"/recipes/12542-victorian-gin-punch","House Gin","1","750-milliliter bottle gin"
"/recipes/12542-victorian-gin-punch","House Orange Liqueur","½","cup orange liqueur"
"/recipes/12542-victorian-gin-punch","Seltzer Water","1","liter seltzer, chilled."
"/recipes/12524-aviation","House Gin","2","ounces gin"
"/recipes/12524-aviation","Lemon","","¾ ounce lemon juice"
"/recipes/12524-aviation","Maraschino","","¾ ounce maraschino liqueur"
"/recipes/12536-caprice","House Gin","","1½ ounces gin"
"/recipes/12536-caprice","House Dry Vermouth","","1½ ounces dry vermouth"
"/recipes/12536-caprice","Bénédictine","","½ ounce Bénédictine"
"/recipes/12536-caprice","House Orange Bitters","","Dash of orange bitters"
"/recipes/12536-caprice","Orange","","Orange twist, for garnish"
"/recipes/12541-pimms-cup-with-muddled-cucumber","Sugar","1","cup sugar"
"/recipes/12541-pimms-cup-with-muddled-cucumber","Cucumber","1","1/4-inch-thick slice of unpeeled cucumber"
"/recipes/12541-pimms-cup-with-muddled-cucumber","Pimm’s no. 1","1 ½","ounces Pimm’s No. 1"
"/recipes/12541-pimms-cup-with-muddled-cucumber","Beefeater Gin","½","ounce gin, preferably Beefeater"
"/recipes/12541-pimms-cup-with-muddled-cucumber","Lemon","1","ounce lemon juice"
"/recipes/12541-pimms-cup-with-muddled-cucumber","Seltzer Water","","Seltzer or sparkling water"
"/recipes/12541-pimms-cup-with-muddled-cucumber","Lemon","","Lemon wedges, for garnish"
"/recipes/12541-pimms-cup-with-muddled-cucumber","Mint","","Mint, for garnish."
"/recipes/12498-pimms-cup-with-watermelon","Watermelon","","Medium-size watermelon"
"/recipes/12498-pimms-cup-with-watermelon","Sugar","1","cup sugar"
"/recipes/12498-pimms-cup-with-watermelon","Pimm’s no. 1","2","ounces Pimm’s No. 1"
"/recipes/12498-pimms-cup-with-watermelon","Lemon","1","ounce lemon juice"
"/recipes/12498-pimms-cup-with-watermelon","Ginger Ale","2","ounces ginger ale or 7Up"
"/recipes/12498-pimms-cup-with-watermelon","Cucumber","","Sliced cucumber, berries of any type and mint sprig for garnish"
"/recipes/12518-jasmine","House Gin","2","ounces gin"
"/recipes/12518-jasmine","Cointreau","1","ounce Cointreau"
"/recipes/12518-jasmine","Lemon","¾","ounce lemon juice"
"/recipes/12518-jasmine","Campari","½","ounce Campari"
"/recipes/12518-jasmine","Lemon","","Lemon wheel, for garnish"
"/recipes/12523-boulevardier","House Rye","2","ounce rye whiskey"
"/recipes/12523-boulevardier","House Sweet Vermouth","","¾ ounce sweet vermouth"
"/recipes/12523-boulevardier","Campari","","¾ ounce Campari"
"/recipes/12540-harvest-sling","House Apple Brandy","","1½ ounces apple brandy"
"/recipes/12540-harvest-sling","House Sweet Vermouth","","½ ounce sweet vermouth"
"/recipes/12540-harvest-sling","Bénédictine","","½ ounce Bénédictine"
"/recipes/12540-harvest-sling","Cherry Heering","","½ ounce Cherry Heering"
"/recipes/12540-harvest-sling","Lemon","","½ ounce lemon juice"
"/recipes/12540-harvest-sling","Ginger Ale","","Splash of ginger ale"
"/recipes/12540-harvest-sling","Orange","","orange wheel, for garnish"
"/recipes/1015306-the-andorra","Blanche Armagnac","1 ½","oz. Blanche Armagnac"
"/recipes/1015306-the-andorra","Barbadillo Solear Manzanilla Sherry","","¾ oz. Barbadillo Solear or other quality manzanilla sherry"
"/recipes/1015306-the-andorra","Dolin Dry","","¾ oz. Dolin Blanc vermouth de Chambéry"
"/recipes/1015306-the-andorra","House Orange Bitters","2","dashes orange bitters"
"/recipes/12468-too-hot-to-hoot-punch","Strawberries","9","or so strawberries, plus 3 for garnish"
"/recipes/12468-too-hot-to-hoot-punch","Sugar","1","cup sugar"
"/recipes/12468-too-hot-to-hoot-punch","Elderberry Tea","5","elderberry tea bags, or 5 heaping teaspoons of loose elderberry tea (if you can't find elderberry, use any herbal berry tea)"
"/recipes/12468-too-hot-to-hoot-punch","Lime","9","or so limes"
"/recipes/12468-too-hot-to-hoot-punch","House Bourbon","12","ounces bourbon"
"/recipes/12468-too-hot-to-hoot-punch","Angostura Aromatic Bitters","1","tablespoon Angostura bitters"
"/recipes/12468-too-hot-to-hoot-punch","DROP","","Large chunk of ice, or ice mold"
"/recipes/12455-the-battle-of-ivrea","Lime","1","slice each of lime"
"/recipes/12455-the-battle-of-ivrea","Lemon","1","slice lemon"
"/recipes/12455-the-battle-of-ivrea","Orange","1","slice orange"
"/recipes/12455-the-battle-of-ivrea","Hella Bitter Citrus Bitters","3","dashes Hella Bitter citrus bitters"
"/recipes/12455-the-battle-of-ivrea","House White Rum","2","ounce light rum"
"/recipes/12455-the-battle-of-ivrea","Campari","½","ounce Campari"
"/recipes/12455-the-battle-of-ivrea","House Sparkling Moscato","","Enough sparkling Moscato to 'float.'"
"/recipes/12454-sous-le-soleil","Grapefruit","1","grapefruit segment"
"/recipes/12454-sous-le-soleil","Fee Brothers Grapefruit Bitters","3","dashes Fee Brothers Grapefruit Bitters"
"/recipes/12454-sous-le-soleil","Preserved Lemon Syrup","½","ounces Morris Kitchen Preserved Lemon Syrup"
"/recipes/12454-sous-le-soleil","Lillet Blanc","2","ounces Lillet Blanc"
"/recipes/12454-sous-le-soleil","House Cognac","1","ounce cognac"
"/recipes/12434-gin-southside-fizz","Mint","","Mint leaves"
"/recipes/12434-gin-southside-fizz","Simple Syrup","1 ½","tablespoons simple syrup"
"/recipes/12434-gin-southside-fizz","House Gin","¼","cup gin"
"/recipes/12434-gin-southside-fizz","Lemon","","Lemon juice"
"/recipes/12434-gin-southside-fizz","DROP","1","glass of ice"
"/recipes/12434-gin-southside-fizz","Club Soda","","Club soda"
"/recipes/12434-gin-southside-fizz","Mint","","Garnish: more mint"
"/recipes/12441-bourbon-old-fashioned","Sugar Cube","","Sugar cube"
"/recipes/12441-bourbon-old-fashioned","Angostura Aromatic Bitters","2","dashes Angostura bitters"
"/recipes/12441-bourbon-old-fashioned","DROP","","Ice"
"/recipes/12441-bourbon-old-fashioned","House Whiskey","¼","cup whiskey"
"/recipes/12441-bourbon-old-fashioned","Lemon","","Garnish: lemon twist"
"/recipes/12440-tequila-el-diablo","DROP","","Ice"
"/recipes/12440-tequila-el-diablo","House Tequila","¼","cup tequila"
"/recipes/12440-tequila-el-diablo","Triple Sec","1 ½","tablespoon triple Sec"
"/recipes/12440-tequila-el-diablo","Lime","1 ½","tablespoon lime juice"
"/recipes/12440-tequila-el-diablo","Crème de Cassis","1 ½","tablespoons crème de cassis"
"/recipes/12440-tequila-el-diablo","Ginger Beer","","Ginger beer"
"/recipes/12440-tequila-el-diablo","Lemon","","Garnish: lemon wedge"
"/recipes/12432-gin-tom-collins","DROP","","Ice"
"/recipes/12432-gin-tom-collins","House Gin","¼","cup gin"
"/recipes/12432-gin-tom-collins","Lemon","1 ½","tablespoons lemon juice"
"/recipes/12432-gin-tom-collins","Simple Syrup","1","tablespoon simple syrup"
"/recipes/12432-gin-tom-collins","Club Soda","","Club soda"
"/recipes/12432-gin-tom-collins","Lemon","","Lemon wedge"
"/recipes/12439-tequila-paloma","DROP","","Ice"
"/recipes/12439-tequila-paloma","House Tequila","¼","cup of tequila"
"/recipes/12439-tequila-paloma","Lime","1 ½","tablespoon of lime juice"
"/recipes/12439-tequila-paloma","Grapefruit","1","tablespoon grapefruit juice"
"/recipes/12439-tequila-paloma","Grapefruit","","Garnish: Grapefruit wedge"
"/recipes/12437-vodka-cosmopolitan","Lime","1 ½","tablespoons lime juice"
"/recipes/12437-vodka-cosmopolitan","Triple Sec","1 ½","tablespoons of triple sec"
"/recipes/12437-vodka-cosmopolitan","Cranberry Juice","1","tablespoon cranberry juice"
"/recipes/12437-vodka-cosmopolitan","House Vodka","¼","cup vodka"
"/recipes/12437-vodka-cosmopolitan","Soda Water","","Soda"
"/recipes/12437-vodka-cosmopolitan","Orange","","Garnish: orange twist"
"/recipes/12442-bourbon-manhattan","House Sweet Vermouth","2","tablespoons sweet vermouth"
"/recipes/12442-bourbon-manhattan","Brandied Cherries","","Garnish: Maraschino cherry"
"/recipes/12442-bourbon-manhattan","DROP","","ice"
"/recipes/12442-bourbon-manhattan","House Whiskey","¼","cup whiskey"
"/recipes/12370-cara-cara-citrus-liqueur","Cara Cara Orange","8 to 10","Cara Cara oranges"
"/recipes/12370-cara-cara-citrus-liqueur","Sugar","4","cups sugar"
"/recipes/12370-cara-cara-citrus-liqueur","DROP","1","cup water"
"/recipes/12370-cara-cara-citrus-liqueur","House Vodka","4","cups vodka"
"/recipes/1015308-the-boulevardier","House Rye","2","ounces rye or bourbon"
"/recipes/1015308-the-boulevardier","Campari","1","ounces Campari"
"/recipes/1015308-the-boulevardier","Carpano Antica","1","ounce sweet vermouth (I love a half and half mixture of Cinzano Rosso and Carpano Antica Formula)."
"/recipes/1015603-massaman-syrup","Mace","1","tablespoon ground mace"
"/recipes/1015603-massaman-syrup","Cinnamon","5","sticks cinnamon"
"/recipes/1015603-massaman-syrup","Coriander","2","tablespoons coriander"
"/recipes/1015603-massaman-syrup","Cardamom","6","whole cardamom pods"
"/recipes/1015603-massaman-syrup","Cloves","15","cloves"
"/recipes/1015603-massaman-syrup","Nutmeg","2","nutmegs"
"/recipes/1015603-massaman-syrup","Dark Brown Sugar","2","cups dark brown sugar"
"/recipes/1015603-massaman-syrup","DROP","2","cups water"
"/recipes/1015602-massa-man-hattan","Old Overholt","2","ounces Old Overholt Rye"
"/recipes/1015602-massa-man-hattan","Vya Sweet Vermouth","¾","ounces Vya Sweet Vermouth"
"/recipes/1015602-massa-man-hattan","Massaman Syrup","¾","ounces Massaman Syrup"
"/recipes/1015602-massa-man-hattan","Angostura Aromatic Bitters","","Angostura bitters"
"/recipes/1015602-massa-man-hattan","Orange","","Piece of orange rind"
"/recipes/12209-christmas-glogg-with-brandy-and-port","Orange","","Peel of 1 large orange"
"/recipes/12209-christmas-glogg-with-brandy-and-port","Cardamom","2","tablespoons whole cardamom pods"
"/recipes/12209-christmas-glogg-with-brandy-and-port","House Red","2","bottles red wine"
"/recipes/12209-christmas-glogg-with-brandy-and-port","House Ruby Port","1","bottle ruby port"
"/recipes/12209-christmas-glogg-with-brandy-and-port","House Cognac","1","pint Cognac or brandy"
"/recipes/12209-christmas-glogg-with-brandy-and-port","Light Brown Sugar","⅓","cup light brown sugar, more to taste"
"/recipes/12209-christmas-glogg-with-brandy-and-port","Cloves","12","whole cloves"
"/recipes/12209-christmas-glogg-with-brandy-and-port","Cinnamon","3","cinnamon sticks"
"/recipes/12209-christmas-glogg-with-brandy-and-port","Raisins","","Raisins and sliced almonds for garnish (optional)"
"/recipes/12171-mount-vernon","Clear Creek Kirschwasser","1","ounce Clear Creek Kirschwasser"
"/recipes/12171-mount-vernon","Gran Duque d'Alba Brandy de Jerez","1","ounce Gran Duque d'Alba Brandy de Jerez"
"/recipes/12171-mount-vernon","Grapefruit","¾","ounce grapefruit juice"
"/recipes/12171-mount-vernon","Lustau Pedro Ximenez Sherry","½","ounce Lustau Pedro Ximenez sherry"
"/recipes/12171-mount-vernon","Cherry Heering","½","ounce Cherry Heering"
"/recipes/12171-mount-vernon","Brandied Cherries","3","brandied cherries, for garnish"
"/recipes/1013930-the-reanimator","House Rye","1 ½","ounces straight rye whiskey"
"/recipes/1013930-the-reanimator","Amaro Nonino","1 ½","ounces lighter Italian amaro, like Nonino"
"/recipes/1013930-the-reanimator","Lemon","","Thin-cut lemon peel, for garnish"
"/recipes/1015610-old-pal","House Rye","1 ½","ounces bourbon or rye whiskey"
"/recipes/1015610-old-pal","House Dry Vermouth","¾","ounce dry vermouth"
"/recipes/1015610-old-pal","Campari","¾","ounce Campari"
"/recipes/1015610-old-pal","Orange","","Orange peel, sliced."
"/recipes/1015641-saratoga","House Rye","1","ounce rye whiskey"
"/recipes/1015641-saratoga","House Cognac","1","ounce Cognac"
"/recipes/1015641-saratoga","House Sweet Vermouth","1","ounce sweet vermouth"
"/recipes/1015641-saratoga","Angostura Aromatic Bitters","","Dash Angostura bitters"
"/recipes/1015641-saratoga","Lemon","","Twists of lemon."
"/recipes/1014303-the-vesper","Gordon’s Gin","3","parts Gordon’s gin (007’s preference)"
"/recipes/1014303-the-vesper","House Vodka","1","part vodka (any Russian will do)"
"/recipes/1014303-the-vesper","Lillet Blanc","½","part Lillet Blanc"
"/recipes/1014303-the-vesper","Lemon","1","generous strip of lemon peel"
"/recipes/1014302-the-ghazal","Hendrick's Gin","5","parts Hendrick’s gin"
"/recipes/1014302-the-ghazal","Lime","1","part freshly squeezed lime juice"
"/recipes/1014302-the-ghazal","Rose Water","½","part rose water"
"/recipes/1014302-the-ghazal","Mint","","Mint leaves"
"/recipes/1014301-the-classic-martini","Beefeater Gin","4","parts Beefeater gin"
"/recipes/1014301-the-classic-martini","Noilly Prat","1","part Noilly Prat dry vermouth"
"/recipes/1014301-the-classic-martini","Lemon","1","small strip of lemon peel"
"/recipes/1013870-pauls-club-cocktail","Grapes Red","1","pound concord grapes"
"/recipes/1013870-pauls-club-cocktail","White Wine Vinegar","1","cup white wine vinegar"
"/recipes/1013870-pauls-club-cocktail","House Gin","2","ounces gin"
"/recipes/1013870-pauls-club-cocktail","Simple Syrup","½","ounce simple syrup"
"/recipes/1013870-pauls-club-cocktail","Ricard Pastis","¼","ounce pastis"
"/recipes/1015528-champs-elysees","House Cognac","2","ounces cognac"
"/recipes/1015528-champs-elysees","House Orange Liqueur","¾","ounce orange liqueur"
"/recipes/1015528-champs-elysees","Lemon","¾","ounce lemon juice"
"/recipes/1015528-champs-elysees","Yellow Chartreuse","1","bar spoon yellow chartreuse"
"/recipes/1015528-champs-elysees","Angostura Aromatic Bitters","2","dashes angostura bitters"
"/recipes/1015311-white-peach-sgroppino","Sorbet White Peach","2","ounces white peach sorbet, roughly 2 scoops"
"/recipes/1015311-white-peach-sgroppino","House Prosecco","4","ounces prosecco (I love Carpene Malvolti)"
"/recipes/1015311-white-peach-sgroppino","Peach Brandy","1","ounce peach brandy or peach vodka."
"/recipes/1013753-mojito-iced-tea","Mint","10","sprigs mint, rinsed, patted dry and lightly crushed, plus more for garnish"
"/recipes/1013753-mojito-iced-tea","Lime","2","limes"
"/recipes/1013753-mojito-iced-tea","Oolong Tea","3 to 4","tablespoons loose-leaf green oolong tea, preferably scented with osmanthus"
"/recipes/1013753-mojito-iced-tea","Lemon Balm","3 to 4","sprigs fresh lemon balm, optional"
"/recipes/1013753-mojito-iced-tea","Peach","1","peach, sliced, with pit optional; use with unscented tea"
"/recipes/1013753-mojito-iced-tea","Sugar","","Sugar to taste"
"/recipes/1013752-agua-fresca-de-jamaica","Dried Hibiscus","2","ounces (about 1 cup) dried hibiscus calyxes also called flor de jamaica, available in Latin American stores"
"/recipes/1013752-agua-fresca-de-jamaica","Allspice","10","allspice berries, coarsely cracked optional"
"/recipes/1013752-agua-fresca-de-jamaica","Sugar","","Sugar or agave syrup"
"/recipes/1013650-live-basil-gimlet","Basil","5","large basil leaves"
"/recipes/1013650-live-basil-gimlet","House Gin","1 ½","ounces gin"
"/recipes/1013650-live-basil-gimlet","Lime","¾","ounce fresh lime juice"
"/recipes/1013650-live-basil-gimlet","Simple Syrup","½","ounce simple syrup"
"/recipes/1013654-the-handyman-collins","House Bourbon","2","ounces bourbon"
"/recipes/1013654-the-handyman-collins","Lemon","","Grated zest of a 1/2 lemon"
"/recipes/1013654-the-handyman-collins","Sugar","2","teaspoons sugar"
"/recipes/1013654-the-handyman-collins","House Saison","5","ounces chilled Saison beer"
"/recipes/1013654-the-handyman-collins","Lemon","1","lemon wheel"
"/recipes/1013649-absinthe-frappe","House Absinthe","1 ½","ounces absinthe"
"/recipes/1013649-absinthe-frappe","Cream","1","ounce heavy cream"
"/recipes/1013649-absinthe-frappe","Lime","¾","ounce lime juice"
"/recipes/1013649-absinthe-frappe","Simple Syrup","¾","ounce simple syrup"
"/recipes/1013653-campari-collins","Seltzer Water","4","ounces chilled seltzer"
"/recipes/1013653-campari-collins","Campari","2","ounces Campari"
"/recipes/1013653-campari-collins","Lemon","¾","ounce fresh lemon juice"
"/recipes/1013653-campari-collins","Simple Syrup","¾","ounce simple syrup"
"/recipes/1013659-italia-libera","House White Rum","1","ounce overproof (150-proof alcohol) white rum"
"/recipes/1013659-italia-libera","House Amaro","1","ounce amaro"
"/recipes/1013659-italia-libera","Lemon","¼","ounce lemon juice"
"/recipes/1013659-italia-libera","Simple Syrup","¾","ounce simple syrup"
"/recipes/1013659-italia-libera","Seltzer Water","","Chilled seltzer"
"/recipes/1013659-italia-libera","Lime","1","lime wedge, for garnish"
"/recipes/1013648-take-3","Cynar","2","ounces Cynar"
"/recipes/1013648-take-3","St-Germain","¾","ounce St. Germain liqueur"
"/recipes/1013648-take-3","Lemon","¾","ounce lemon juice"
"/recipes/1013648-take-3","Seltzer Water","","Chilled seltzer"
"/recipes/1013648-take-3","Orange","1","orange wedge, for garnish"
"/recipes/1013652-sumo-collins","House Gin","3","ounces gin"
"/recipes/1013652-sumo-collins","Lemon","2 ¼","ounces fresh lemon juice"
"/recipes/1013652-sumo-collins","Simple Syrup","1 ½","ounces simple syrup"
"/recipes/1013652-sumo-collins","Seltzer Water","","Chilled seltzer"
"/recipes/1013652-sumo-collins","Orange","1","orange wheel"
"/recipes/1016305-spellbinder","House Gin","2","ounces gin"
"/recipes/1016305-spellbinder","House Dry Vermouth","½","ounce dry vermouth"
"/recipes/1016305-spellbinder","Strega","¼","ounce Strega"
"/recipes/1016305-spellbinder","Lemon","1","lemon peel strip, for garnish"
"/recipes/1016305-spellbinder","Cucumber","1","cucumber strip (a long ribbon made with a vegetable peeler), for garnish"
"/recipes/1013651-cherry-caipirissima","Simple Syrup","¾","ounce simple syrup"
"/recipes/1013651-cherry-caipirissima","Cherries","3","cherries, pitted and halved"
"/recipes/1013651-cherry-caipirissima","Lime","½","a lime, cut into quarters"
"/recipes/1013651-cherry-caipirissima","House White Rum","2","ounces white rum"
"/recipes/1013655-bitter-end","Campari","1","ounce Campari"
"/recipes/1013655-bitter-end","House IPA ","","Chilled India pale ale"
"/recipes/1013655-bitter-end","Lemon","1","lemon twist"
"/recipes/1013545-mango-rose-water-lassi","Mango","2","cups diced ripe mango"
"/recipes/1013545-mango-rose-water-lassi","Yogurt","1 ½","cups plain yogurt"
"/recipes/1013545-mango-rose-water-lassi","Milk","½","cup whole milk"
"/recipes/1013545-mango-rose-water-lassi","Sugar","3","tablespoons sugar"
"/recipes/1013545-mango-rose-water-lassi","Rose Water","¼ to ½","teaspoon rose water, more to taste"
"/recipes/1013545-mango-rose-water-lassi","Kosher Salt","","Pinch kosher salt"
"/recipes/1013522-fountain-of-youth","Cucumber","3","cucumber slices"
"/recipes/1013522-fountain-of-youth","House Gin","1 ½","ounces gin"
"/recipes/1013522-fountain-of-youth","White Cranberry Juice","2 ½","ounces white cranberry juice"
"/recipes/1013522-fountain-of-youth","Pimm’s no. 1","1","teaspoon Pimm’s No. 1"
"/recipes/1013522-fountain-of-youth","Lime","½","teaspoon fresh lime juice"
"/recipes/1013521-the-little-death","Damiana Leaves Dried","1","teaspoon dried damiana leaves"
"/recipes/1013521-the-little-death","Sugar","1","teaspoon sugar"
"/recipes/1013521-the-little-death","House Single-Malt Scotch Whisky","1 ½","ounces single-malt Scotch, not too smoky"
"/recipes/1013521-the-little-death","Preserves Raspberry","2","teaspoons raspberry preserves"
"/recipes/1013521-the-little-death","Lemon","¼","ounce fresh lemon juice"
"/recipes/1013521-the-little-death","Raspberries","","Citrus zest strips, rose petals or raspberries, for garnish"
"/recipes/1016215-vin-dorange","Tangerine","3","organic tangerines or oranges, with a good balance of tart and sweet"
"/recipes/1016215-vin-dorange","Lemon","2","lemons or grapefruits (or one of each)"
